Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
317,60,3,94.0,13005,1,0,3,0,0,14,2,2,0,5,7,7,1980,1980,1,1,5,5,1,278.0,2,4,1,2,4,3,2,692.0,6,0.0,153.0,845.0,1,4,1,4,1153,1200,0,2353,1.0,0.0,2,1,4,1,0,10,6,1,1,1983.0,2,2.0,484.0,5,5,2,288,195,0,0,0,0,0,8,2009,8,4,260000.0
318,60,1,75.0,9000,1,3,3,4,0,21,2,2,0,5,8,5,2006,2006,1,1,12,13,2,0.0,2,4,2,2,4,0,6,0.0,6,0.0,1088.0,1088.0,1,0,1,4,1088,871,0,1959,0.0,0.0,2,1,3,1,2,8,6,1,1,2006.0,2,3.0,1025.0,5,5,2,208,46,0,0,0,0,0,12,2007,8,4,270000.0
319,60,3,90.0,9900,1,3,2,4,1,15,2,2,0,5,7,5,1993,1993,1,1,6,6,1,256.0,2,4,2,2,4,1,2,987.0,6,0.0,360.0,1347.0,1,0,1,4,1372,1274,0,2646,1.0,0.0,2,1,4,1,2,9,6,1,1,1993.0,2,3.0,656.0,5,5,2,340,60,144,0,0,0,0,4,2009,8,4,260000.0
320,80,3,69.30579531442663,14115,1,3,3,4,0,14,2,2,0,7,7,5,1980,1980,1,1,9,10,1,225.0,3,4,1,2,4,0,2,1036.0,6,0.0,336.0,1372.0,1,4,1,4,1472,0,0,1472,1.0,0.0,2,0,3,1,3,6,6,2,1,1980.0,3,2.0,588.0,5,5,2,233,48,0,0,0,0,0,6,2009,8,4,187500.0
321,60,3,111.0,16259,1,3,3,0,0,16,2,2,0,5,9,5,2006,2006,1,1,12,13,3,370.0,3,4,2,0,1,0,6,0.0,6,0.0,1249.0,1249.0,1,0,1,4,1249,1347,0,2596,0.0,0.0,3,1,4,1,2,9,6,0,1,2006.0,2,3.0,840.0,5,5,2,240,154,0,0,0,0,0,9,2006,6,5,342643.0
322,60,3,99.0,12099,1,0,3,4,0,16,2,2,0,5,8,5,2004,2004,1,1,12,13,1,388.0,2,4,2,0,4,0,2,970.0,6,0.0,166.0,1136.0,1,0,1,4,1136,1332,0,2468,1.0,0.0,2,1,4,1,2,10,6,1,3,2004.0,0,3.0,872.0,5,5,2,184,154,0,0,0,0,0,6,2007,8,4,354000.0
323,60,3,86.0,10380,1,0,3,4,0,20,2,2,0,5,7,5,1986,1987,1,1,9,10,1,172.0,2,4,1,4,4,1,3,28.0,0,1474.0,0.0,1502.0,1,0,1,4,1553,1177,0,2730,1.0,0.0,2,1,4,1,2,8,6,1,1,1987.0,0,2.0,576.0,5,5,2,201,96,0,0,0,0,0,8,2007,8,4,301000.0
324,20,4,49.0,5820,1,3,3,4,0,17,2,2,0,2,3,8,1955,2005,1,1,12,13,2,0.0,3,2,1,4,4,3,0,256.0,6,0.0,906.0,1162.0,1,0,1,4,1163,0,0,1163,1.0,0.0,1,0,3,1,3,6,6,0,1,1955.0,3,1.0,220.0,1,5,2,142,98,0,0,0,0,0,7,2006,8,4,126175.0
325,80,3,96.0,11275,1,3,3,0,0,12,4,2,0,7,7,7,1967,2007,4,6,13,14,1,300.0,2,2,1,2,4,3,6,0.0,6,0.0,710.0,710.0,1,0,1,4,1898,1080,0,2978,0.0,0.0,2,1,5,1,2,11,6,1,3,1961.0,0,2.0,564.0,5,5,2,240,0,0,0,0,0,0,6,2010,8,4,242000.0
326,45,4,50.0,5000,1,3,3,4,0,9,5,2,0,1,5,6,1941,1950,1,1,8,8,2,0.0,3,4,1,4,4,0,1,116.0,6,0.0,604.0,720.0,1,3,0,1,803,0,0,803,0.0,0.0,1,0,2,1,3,5,6,0,5,1941.0,3,2.0,360.0,5,5,2,0,0,244,0,0,0,0,12,2007,8,4,87000.0
327,120,3,32.0,10846,1,0,3,1,0,24,2,2,4,2,8,5,1993,1993,1,1,3,3,2,0.0,2,4,2,2,4,1,2,1619.0,6,0.0,100.0,1719.0,1,0,1,4,1719,0,0,1719,2.0,0.0,1,1,1,1,2,6,6,2,1,1993.0,0,2.0,473.0,5,5,2,122,30,0,0,0,0,0,5,2008,2,4,324000.0
328,20,3,80.0,11600,1,3,3,4,0,12,2,2,0,2,6,5,1960,1960,3,1,13,14,1,175.0,3,4,1,4,4,3,5,565.0,6,0.0,818.0,1383.0,1,4,1,4,1383,0,0,1383,0.0,0.0,1,1,3,1,3,7,6,0,1,1960.0,2,1.0,292.0,5,5,2,0,45,0,0,0,0,0,4,2006,8,4,145250.0
329,75,3,69.30579531442663,11888,1,0,0,4,0,3,4,2,0,4,6,6,1916,1994,1,1,13,15,2,0.0,3,4,0,4,4,3,6,0.0,6,0.0,844.0,844.0,1,2,0,0,1445,689,0,2134,0.0,0.0,2,0,5,1,2,10,6,0,5,1930.0,3,2.0,441.0,5,5,2,0,60,268,0,0,0,0,7,2009,8,4,214500.0
330,70,4,60.0,6402,1,3,3,0,0,9,2,2,0,5,5,5,1920,1950,1,1,13,15,2,0.0,3,4,2,4,4,2,6,0.0,6,0.0,596.0,596.0,1,4,0,4,596,596,0,1192,0.0,0.0,1,0,3,1,3,6,6,0,5,1920.0,3,1.0,189.0,1,1,0,0,0,137,0,0,0,0,7,2009,8,4,78000.0
331,90,3,69.30579531442663,10624,1,0,3,4,0,12,2,2,2,2,5,4,1964,1964,1,1,6,6,1,84.0,3,4,1,4,4,3,2,40.0,5,264.0,1424.0,1728.0,1,4,1,4,1728,0,0,1728,0.0,1.0,2,0,6,2,3,10,6,0,5,2002.0,3,1.0,352.0,5,5,2,155,0,0,0,0,0,0,11,2007,8,4,119000.0
332,20,3,70.0,8176,1,3,3,4,0,12,2,2,0,2,5,6,1958,1992,1,1,13,14,2,0.0,3,4,1,4,4,3,5,846.0,6,0.0,210.0,1056.0,1,1,1,4,1056,0,0,1056,1.0,0.0,1,0,3,1,3,6,6,0,1,1958.0,2,1.0,308.0,5,5,2,0,0,0,0,0,0,0,8,2007,8,4,139000.0
333,20,3,85.0,10655,1,0,3,4,0,16,2,2,0,2,8,5,2003,2004,1,1,12,13,1,296.0,2,4,2,2,4,3,2,1124.0,4,479.0,1603.0,3206.0,1,0,1,4,1629,0,0,1629,1.0,0.0,2,0,3,1,2,7,6,1,1,2003.0,2,3.0,880.0,5,5,2,0,0,0,0,0,0,0,10,2009,8,4,284000.0
334,120,4,59.0,8198,1,3,3,3,0,16,2,2,4,2,7,5,2004,2004,1,1,12,13,3,146.0,2,4,2,2,4,0,2,720.0,6,0.0,638.0,1358.0,1,0,1,4,1358,0,0,1358,1.0,0.0,2,0,2,1,2,6,6,1,1,2004.0,2,2.0,484.0,5,5,2,192,30,0,0,0,0,0,7,2008,8,4,207000.0
335,60,3,59.0,9042,1,0,3,4,0,8,2,2,0,5,6,5,1998,1998,1,1,12,13,2,0.0,3,4,2,2,4,1,2,828.0,6,0.0,115.0,943.0,1,2,1,4,943,695,0,1638,1.0,0.0,2,1,3,1,3,7,6,2,1,1998.0,0,2.0,472.0,5,5,2,100,38,0,0,0,0,0,7,2008,8,4,192000.0
336,190,3,69.30579531442663,164660,0,0,1,0,2,23,2,2,1,0,5,6,1965,1965,1,1,9,10,2,0.0,3,4,1,4,4,1,0,1249.0,1,147.0,103.0,1499.0,1,0,1,4,1619,167,0,1786,2.0,0.0,2,0,3,1,3,7,6,2,1,1965.0,0,2.0,529.0,5,5,2,670,0,0,0,0,0,700,8,2008,8,4,228950.0
337,20,3,86.0,14157,1,0,1,0,0,22,2,2,0,2,9,5,2005,2006,3,1,12,13,3,200.0,2,4,2,0,4,1,2,1249.0,6,0.0,673.0,1922.0,1,0,1,4,1922,0,0,1922,1.0,0.0,2,0,3,1,2,8,6,1,1,2005.0,0,3.0,676.0,5,5,2,178,51,0,0,0,0,0,7,2007,8,4,377426.0
338,20,3,70.0,9135,1,3,3,4,0,5,2,2,0,2,7,5,2002,2003,1,1,12,13,1,113.0,2,4,2,2,4,0,2,810.0,6,0.0,726.0,1536.0,1,0,1,4,1536,0,0,1536,1.0,0.0,2,0,3,1,2,7,6,0,1,2002.0,2,2.0,532.0,5,5,2,192,74,0,0,0,0,0,12,2008,8,4,214000.0
339,20,3,91.0,14145,1,3,3,0,0,14,2,2,0,2,7,7,1984,1998,1,1,13,14,2,0.0,2,4,1,2,4,2,0,213.0,6,0.0,995.0,1208.0,1,0,1,4,1621,0,0,1621,1.0,0.0,2,0,3,1,2,8,6,0,1,1984.0,2,2.0,440.0,5,5,2,108,45,0,0,0,0,400,5,2006,8,4,202500.0
340,20,3,66.0,12400,1,0,3,4,0,12,1,2,0,2,6,7,1958,1998,3,1,13,14,1,176.0,3,4,1,4,0,3,5,585.0,6,0.0,630.0,1215.0,1,4,1,0,1215,0,0,1215,0.0,0.0,1,0,3,1,3,6,6,0,1,1958.0,3,1.0,297.0,5,5,2,0,0,0,0,234,0,0,6,2009,8,4,155000.0
341,60,3,85.0,14191,1,3,3,4,0,23,2,2,0,5,8,5,2002,2002,1,1,12,13,2,0.0,2,4,2,2,4,3,6,0.0,6,0.0,967.0,967.0,1,0,1,4,993,915,0,1908,0.0,0.0,2,1,4,1,2,9,6,0,1,2002.0,0,2.0,431.0,5,5,2,135,0,0,0,0,0,0,4,2010,8,4,202900.0
342,20,2,60.0,8400,1,3,3,4,0,20,1,2,0,2,4,4,1950,1950,1,1,13,0,2,0.0,1,1,1,4,0,3,6,0.0,6,0.0,721.0,721.0,1,2,1,4,841,0,0,841,0.0,0.0,1,0,2,1,3,4,6,0,4,1950.0,3,1.0,294.0,5,5,0,250,0,24,0,0,0,0,9,2009,8,4,82000.0
343,90,3,69.30579531442663,8544,1,3,3,4,0,12,2,2,2,2,3,4,1949,1950,1,1,11,12,1,340.0,3,4,3,3,2,4,4,0.0,4,0.0,0.0,0.0,5,1,0,0,1040,0,0,1040,0.0,0.0,2,0,2,2,3,6,6,0,5,1949.0,3,2.0,400.0,5,5,2,0,0,0,0,0,0,0,5,2006,8,4,87500.0
344,120,3,63.0,8849,1,0,3,4,0,16,2,2,4,2,9,5,2005,2005,3,1,8,8,1,616.0,0,4,2,0,4,3,2,28.0,6,0.0,1656.0,1684.0,1,0,1,4,1684,0,0,1684,0.0,0.0,2,0,2,1,0,6,6,1,1,2005.0,2,2.0,564.0,5,5,2,495,72,0,0,0,0,0,7,2008,8,4,266000.0
345,160,4,36.0,2592,1,3,3,4,0,10,2,2,4,5,5,3,1976,1976,1,1,5,5,2,0.0,3,4,1,2,4,3,5,129.0,1,232.0,175.0,536.0,1,4,1,4,536,576,0,1112,0.0,0.0,1,1,3,1,3,4,6,0,1,1976.0,3,1.0,336.0,5,5,2,182,0,0,0,0,0,0,4,2010,8,4,85000.0
346,50,3,65.0,6435,1,3,3,4,0,3,6,2,0,0,6,5,1939,1950,1,1,8,8,2,0.0,3,4,0,4,4,3,6,0.0,6,0.0,972.0,972.0,1,2,1,4,972,605,0,1577,0.0,0.0,1,0,3,1,1,6,6,1,5,1939.0,3,1.0,312.0,5,5,2,0,0,0,0,0,0,0,10,2006,8,4,140200.0
347,20,3,69.30579531442663,12772,1,0,3,1,0,12,2,2,0,2,6,8,1960,1998,3,1,8,8,2,0.0,3,2,1,4,4,2,1,498.0,6,0.0,460.0,958.0,1,4,1,4,958,0,0,958,0.0,0.0,1,0,2,1,3,5,6,0,1,1960.0,2,1.0,301.0,5,5,2,0,0,0,0,0,0,15500,4,2007,8,4,151500.0
348,20,3,69.30579531442663,17600,1,0,3,4,0,12,2,2,0,2,6,5,1960,1960,1,1,13,14,1,30.0,3,4,1,4,4,3,1,1270.0,6,0.0,208.0,1478.0,1,0,1,0,1478,0,0,1478,1.0,0.0,2,0,3,1,3,6,6,2,1,1960.0,3,2.0,498.0,5,5,2,0,40,0,0,0,0,0,12,2009,8,4,157500.0
349,160,3,36.0,2448,1,3,3,4,0,16,2,2,3,5,7,5,2003,2004,1,1,12,15,3,106.0,2,4,2,2,4,3,2,573.0,6,0.0,191.0,764.0,1,0,1,4,764,862,0,1626,1.0,0.0,2,1,2,1,2,6,6,0,3,2003.0,2,2.0,474.0,5,5,2,0,27,0,0,0,0,0,10,2008,8,4,154000.0
350,60,3,56.0,20431,1,1,3,4,0,16,2,2,0,5,9,5,2005,2006,3,1,5,5,1,870.0,0,4,2,0,4,3,2,1410.0,6,0.0,438.0,1848.0,1,0,1,4,1848,880,0,2728,1.0,0.0,2,1,4,1,0,10,6,2,1,2006.0,0,3.0,706.0,5,5,2,0,0,0,0,0,0,0,4,2006,6,5,437154.0
351,120,3,68.0,7820,1,0,3,4,0,16,2,2,4,2,9,5,2007,2007,3,1,8,8,1,362.0,0,4,2,0,4,3,6,0.0,6,0.0,1869.0,1869.0,1,0,1,4,1869,0,0,1869,0.0,0.0,2,0,2,1,0,6,6,1,1,2007.0,2,2.0,617.0,5,5,2,210,54,0,0,0,0,0,12,2007,6,5,318061.0
352,120,3,69.30579531442663,5271,1,0,2,4,1,4,2,2,0,2,7,5,1986,1986,1,1,13,14,2,0.0,3,4,2,2,4,1,2,1082.0,6,0.0,371.0,1453.0,1,2,1,4,1453,0,0,1453,1.0,0.0,1,1,2,1,2,6,6,1,1,1986.0,2,2.0,445.0,5,5,2,0,80,0,0,184,0,0,12,2006,8,0,190000.0
353,50,3,60.0,9084,1,3,3,4,0,7,0,2,0,0,5,6,1941,1950,1,1,12,13,2,0.0,3,4,1,4,0,2,3,236.0,5,380.0,0.0,616.0,1,4,0,4,616,495,0,1111,0.0,1.0,1,0,3,1,3,5,6,0,5,1941.0,3,1.0,200.0,5,1,2,48,0,0,0,0,0,0,3,2008,5,4,95000.0
354,30,4,60.0,8520,1,3,3,4,0,17,2,2,0,2,6,8,1928,2003,1,1,12,13,2,0.0,3,2,0,4,4,3,6,0.0,6,0.0,624.0,624.0,1,2,1,4,720,0,0,720,0.0,0.0,1,0,2,1,3,5,6,0,5,2005.0,3,2.0,484.0,5,5,2,106,0,0,0,0,0,0,5,2010,8,4,105900.0
355,50,3,60.0,8400,1,3,0,4,0,18,2,2,0,0,6,5,1940,2000,1,1,13,8,2,0.0,3,4,1,4,4,3,3,388.0,6,0.0,552.0,940.0,1,0,1,4,1192,403,0,1595,0.0,0.0,1,0,2,1,3,6,6,2,1,1940.0,3,1.0,240.0,5,5,2,0,0,108,0,0,0,0,6,2006,8,4,140000.0
356,20,3,105.0,11249,1,1,3,4,0,5,2,2,0,2,6,5,1995,1995,1,1,12,13,2,0.0,2,2,2,2,1,3,0,334.0,1,544.0,322.0,1200.0,1,0,1,4,1200,0,0,1200,1.0,0.0,2,0,3,1,2,6,6,0,1,1995.0,2,2.0,521.0,5,5,2,0,26,0,0,0,0,0,8,2007,8,4,177500.0
357,20,3,69.30579531442663,9248,1,0,3,4,0,8,2,2,0,2,6,6,1992,1992,1,1,6,6,1,106.0,3,4,2,2,4,3,2,560.0,6,0.0,598.0,1158.0,1,2,1,4,1167,0,0,1167,1.0,0.0,2,0,3,1,2,6,6,0,1,1992.0,2,2.0,400.0,5,5,2,120,26,0,0,0,0,0,7,2009,8,4,173000.0
358,120,4,44.0,4224,1,3,3,4,0,10,2,2,4,2,5,5,1976,1976,1,1,5,5,2,0.0,3,4,2,2,4,3,0,874.0,6,0.0,268.0,1142.0,1,4,1,4,1142,0,0,1142,1.0,0.0,1,1,3,1,3,6,6,1,1,1976.0,0,2.0,528.0,5,5,2,536,90,0,0,0,0,0,8,2007,8,4,134000.0
359,80,3,92.0,6930,1,0,3,4,0,4,2,2,0,7,5,4,1958,1958,3,1,13,7,1,120.0,3,4,1,4,4,0,1,300.0,5,294.0,468.0,1062.0,1,0,1,1,1352,0,0,1352,0.0,1.0,1,0,3,1,2,6,3,0,3,1958.0,3,1.0,288.0,5,5,2,168,0,294,0,0,0,0,7,2006,8,0,130000.0
360,60,3,78.0,12011,1,0,3,1,0,15,2,2,0,5,8,5,1998,1998,1,1,12,13,1,530.0,2,4,2,2,4,0,2,956.0,6,0.0,130.0,1086.0,1,0,1,4,1086,838,0,1924,1.0,0.0,2,1,3,1,2,7,6,1,1,1998.0,2,2.0,592.0,5,5,2,208,75,0,0,374,0,0,6,2006,8,4,280000.0
361,85,3,69.30579531442663,7540,1,0,3,1,0,11,2,2,0,6,6,6,1978,1978,1,1,12,13,2,0.0,3,4,1,2,4,0,2,773.0,6,0.0,115.0,888.0,1,0,1,4,912,0,0,912,1.0,0.0,1,0,2,1,3,5,6,1,1,1978.0,2,2.0,470.0,5,5,2,0,0,0,0,192,0,0,6,2007,8,4,156000.0
362,50,3,69.30579531442663,9144,1,3,3,4,0,3,2,2,0,0,5,5,1940,1982,1,1,8,8,2,0.0,3,4,1,4,4,3,5,399.0,6,0.0,484.0,883.0,1,2,1,4,988,517,0,1505,1.0,0.0,1,0,3,1,3,8,6,0,5,1940.0,3,1.0,240.0,5,5,0,0,0,0,0,0,0,0,7,2008,8,4,145000.0
363,85,3,64.0,7301,1,3,3,0,0,7,2,2,0,6,7,5,2003,2003,1,1,6,6,1,500.0,2,4,3,3,2,4,4,0.0,4,0.0,0.0,0.0,1,0,1,4,495,1427,0,1922,0.0,0.0,3,0,4,1,2,7,6,1,3,2003.0,2,2.0,672.0,5,5,2,0,0,177,0,0,0,0,7,2009,3,4,198500.0
364,160,4,21.0,1680,1,3,3,4,0,2,2,2,3,5,6,8,1972,2007,1,1,6,6,1,510.0,3,4,1,4,4,3,0,162.0,6,0.0,321.0,483.0,1,2,1,4,483,504,0,987,0.0,0.0,1,1,2,1,2,5,6,0,5,1972.0,3,1.0,264.0,5,5,2,250,0,0,0,0,0,0,5,2009,8,4,118000.0
365,60,3,69.30579531442663,18800,1,0,3,2,0,14,2,2,0,5,6,5,1976,1976,1,1,6,6,1,120.0,3,4,2,2,4,2,2,712.0,6,0.0,84.0,796.0,1,4,1,4,790,784,0,1574,1.0,0.0,2,1,3,1,3,6,6,1,1,1976.0,0,2.0,566.0,5,5,2,306,111,0,0,0,0,0,7,2006,8,4,190000.0
366,70,4,59.0,10690,1,3,3,4,0,9,2,2,0,5,5,7,1920,1997,3,1,12,13,2,0.0,3,2,1,4,0,3,5,456.0,6,0.0,216.0,672.0,1,2,1,0,672,672,0,1344,0.0,0.0,1,0,3,1,3,6,6,0,5,1964.0,3,1.0,468.0,5,1,2,0,128,218,0,0,0,0,7,2009,8,4,147000.0
367,20,3,69.30579531442663,9500,1,0,3,4,0,12,2,2,0,2,6,5,1963,1963,1,1,9,10,1,247.0,3,4,1,2,4,3,1,609.0,6,0.0,785.0,1394.0,1,2,1,4,1394,0,0,1394,1.0,0.0,1,1,3,1,3,6,6,2,1,1963.0,2,2.0,514.0,5,5,2,0,76,0,0,185,0,0,7,2009,8,4,159000.0
368,80,3,101.0,9150,1,0,3,0,0,12,2,2,0,7,6,5,1962,1962,1,5,9,10,1,305.0,3,4,1,2,4,1,2,371.0,6,0.0,728.0,1099.0,1,2,1,4,1431,0,0,1431,0.0,1.0,1,0,3,1,3,6,6,1,2,1962.0,2,1.0,296.0,5,5,2,64,110,0,0,0,0,0,12,2008,8,4,165000.0
369,20,3,78.0,7800,1,3,3,4,0,12,2,2,0,2,5,6,1954,1954,1,1,6,6,1,200.0,3,4,2,4,4,3,3,540.0,6,0.0,728.0,1268.0,1,2,1,4,1268,0,0,1268,0.0,0.0,1,0,2,1,3,7,6,1,1,1954.0,0,1.0,244.0,5,5,2,0,98,0,0,0,0,0,3,2010,8,4,132000.0
370,20,3,69.30579531442663,9830,1,0,3,0,0,12,2,2,0,2,5,7,1959,2006,1,1,13,14,2,0.0,3,2,1,4,4,3,0,72.0,5,258.0,733.0,1063.0,1,0,1,4,1287,0,0,1287,1.0,0.0,1,0,3,1,2,7,6,1,5,1997.0,0,2.0,576.0,5,5,2,364,17,0,0,182,0,0,3,2010,8,4,162000.0
371,60,3,69.30579531442663,8121,1,0,3,4,0,8,2,2,0,5,6,5,2000,2000,1,1,12,13,2,0.0,3,4,2,2,4,3,6,0.0,6,0.0,953.0,953.0,1,0,1,4,953,711,0,1664,0.0,0.0,2,1,3,1,3,7,6,1,1,2000.0,2,2.0,460.0,5,5,2,100,40,0,0,0,0,0,1,2006,8,4,172400.0
372,50,3,80.0,17120,1,3,3,4,0,4,1,2,0,0,4,4,1959,1959,1,1,14,10,2,0.0,3,4,1,3,2,4,4,0.0,4,0.0,0.0,0.0,1,4,1,4,1120,468,0,1588,0.0,0.0,2,0,4,1,3,7,3,1,5,1991.0,0,2.0,680.0,5,5,0,0,59,0,0,0,0,0,7,2008,8,4,134432.0
373,120,3,50.0,7175,1,3,3,4,0,20,2,2,4,2,6,5,1984,1984,1,1,9,10,2,0.0,3,4,1,2,4,3,0,623.0,3,121.0,0.0,744.0,1,4,1,4,752,0,0,752,1.0,0.0,1,0,2,1,3,4,6,0,1,1984.0,3,1.0,264.0,5,5,2,353,0,0,0,90,0,0,2,2010,8,4,125000.0
374,20,3,79.0,10634,1,3,3,4,0,12,2,2,0,2,5,6,1953,1953,1,1,8,8,2,0.0,3,4,2,4,4,3,1,428.0,3,180.0,0.0,608.0,1,4,1,4,1319,0,0,1319,1.0,0.0,1,0,3,1,3,5,3,0,1,1953.0,3,1.0,270.0,5,5,2,66,0,0,0,0,0,0,11,2009,8,4,123000.0
375,60,3,65.0,8200,1,3,3,4,0,5,2,2,0,5,7,5,2003,2004,1,1,12,13,2,0.0,2,4,2,2,4,3,6,0.0,6,0.0,847.0,847.0,1,0,1,4,847,1081,0,1928,0.0,0.0,2,1,4,1,2,8,6,1,3,2003.0,0,2.0,434.0,5,5,2,100,48,0,0,0,0,0,7,2007,8,4,219500.0
376,30,3,69.30579531442663,10020,1,0,2,4,2,7,2,2,0,2,1,1,1922,1950,1,1,13,14,2,0.0,1,1,0,1,3,1,1,350.0,6,0.0,333.0,683.0,1,2,0,0,904,0,0,904,1.0,0.0,0,1,1,1,1,4,0,0,6,0.0,1,0.0,0.0,3,3,2,0,0,0,0,0,0,0,3,2009,8,4,61000.0
377,85,3,57.0,8846,1,0,3,1,0,5,2,2,0,6,5,5,1996,1996,1,1,12,13,2,0.0,2,4,2,2,4,0,2,298.0,6,0.0,572.0,870.0,1,0,1,4,914,0,0,914,0.0,0.0,1,0,2,1,3,5,6,0,5,1998.0,3,2.0,576.0,5,5,2,0,0,0,0,0,0,0,7,2006,8,4,148000.0
378,60,1,102.0,11143,1,0,3,0,0,21,2,2,0,5,8,5,2004,2005,1,1,5,5,2,0.0,2,4,2,2,4,3,6,0.0,6,0.0,1580.0,1580.0,1,0,1,4,1580,886,0,2466,0.0,0.0,3,0,4,1,2,8,6,1,1,2004.0,2,2.0,610.0,5,5,2,159,214,0,0,0,0,0,12,2007,8,4,340000.0
379,20,3,88.0,11394,1,3,3,0,0,22,2,2,0,2,9,2,2010,2010,3,1,12,13,3,350.0,2,4,2,0,4,0,2,1445.0,6,0.0,411.0,1856.0,1,0,1,4,1856,0,0,1856,1.0,0.0,1,1,1,1,0,8,6,1,1,2010.0,0,3.0,834.0,5,5,2,113,0,0,0,0,0,0,6,2010,6,5,394432.0
380,60,3,60.0,8123,1,0,3,4,0,8,6,2,0,5,6,5,2000,2000,1,1,12,13,1,16.0,3,4,2,2,4,3,6,0.0,6,0.0,982.0,982.0,1,0,1,4,1007,793,0,1800,0.0,0.0,2,1,3,1,3,7,6,1,1,2000.0,0,2.0,463.0,5,5,2,100,63,0,0,0,0,0,6,2009,8,4,179000.0
381,50,3,50.0,5000,1,3,3,4,0,18,2,2,0,0,5,6,1924,1950,1,1,3,14,2,0.0,3,4,0,4,4,3,3,218.0,6,0.0,808.0,1026.0,1,4,1,4,1026,665,0,1691,0.0,0.0,2,0,3,1,2,6,6,1,5,1924.0,3,1.0,308.0,5,5,2,0,0,242,0,0,0,0,5,2010,8,4,127000.0
382,20,1,60.0,7200,1,3,3,4,0,21,2,2,0,2,7,5,2006,2006,1,1,12,13,2,0.0,2,4,2,2,1,3,6,0.0,6,0.0,1293.0,1293.0,1,0,1,4,1301,0,0,1301,1.0,0.0,2,0,2,1,2,5,6,1,1,2006.0,2,2.0,572.0,5,5,2,216,121,0,0,0,0,0,8,2006,6,5,187750.0
383,60,3,79.0,9245,1,0,3,4,0,5,2,2,0,5,7,5,2006,2006,1,1,12,13,2,0.0,2,4,2,2,4,0,6,0.0,6,0.0,939.0,939.0,1,0,1,4,939,858,0,1797,0.0,0.0,2,1,3,1,2,8,6,0,1,2006.0,2,2.0,639.0,5,5,2,144,53,0,0,0,0,0,4,2007,8,4,213500.0
384,45,2,60.0,9000,1,3,3,0,0,20,2,2,0,1,6,3,1928,1950,1,1,13,14,2,0.0,3,4,0,1,0,3,6,0.0,6,0.0,784.0,784.0,1,4,0,0,784,0,0,784,0.0,0.0,1,0,2,1,3,5,6,0,5,1950.0,3,2.0,360.0,1,1,0,0,0,91,0,0,0,0,10,2009,8,4,76000.0
385,60,3,69.30579531442663,53107,1,1,2,0,1,4,1,2,0,5,6,5,1992,1992,1,1,6,6,2,0.0,2,4,2,2,4,0,2,985.0,6,0.0,595.0,1580.0,1,0,1,4,1079,874,0,1953,1.0,0.0,2,1,3,1,2,9,6,2,1,1992.0,0,2.0,501.0,5,5,2,216,231,0,0,0,0,0,6,2007,8,4,240000.0
386,120,3,43.0,3182,1,3,3,4,0,0,2,2,4,2,8,5,2004,2005,1,1,12,13,1,16.0,2,4,2,2,4,3,2,24.0,6,0.0,1232.0,1256.0,1,0,1,4,1269,0,0,1269,0.0,0.0,2,0,2,1,2,6,6,1,1,2004.0,0,2.0,430.0,5,5,2,146,20,0,0,144,0,0,4,2010,8,4,192000.0
387,50,3,58.0,8410,1,3,3,2,0,7,1,2,0,0,5,3,1910,1996,2,1,13,13,2,0.0,3,1,2,4,4,3,6,0.0,6,0.0,658.0,658.0,1,4,1,4,658,526,0,1184,0.0,0.0,1,0,5,1,3,8,6,0,6,0.0,1,0.0,0.0,3,3,0,0,151,0,0,0,0,0,5,2006,8,1,81000.0
388,80,3,72.0,7200,1,3,3,4,0,7,2,2,0,7,6,6,1976,1976,3,1,8,8,1,255.0,3,4,1,4,4,0,0,631.0,6,0.0,410.0,1041.0,1,0,1,4,1125,0,0,1125,1.0,0.0,1,0,3,1,3,6,6,1,5,1977.0,3,1.0,352.0,5,5,2,296,0,0,0,0,0,0,10,2009,8,0,125000.0
389,20,3,93.0,9382,1,0,3,1,0,5,2,2,0,2,7,5,1999,2000,1,1,12,13,1,125.0,2,4,2,2,4,3,6,0.0,6,0.0,1468.0,1468.0,1,0,1,4,1479,0,0,1479,0.0,0.0,2,0,3,1,2,6,6,0,1,1999.0,2,2.0,577.0,5,5,2,120,25,0,0,0,0,0,7,2008,8,4,191000.0
